user,rating,komentar,timestamp,sentimen,platform
Farhan Farhan,1,sampah,15/01/2026 12:24,negatif,Google Maps
Ros Falina,5,puas pake gojek,15/01/2026 12:17,positif,Google Maps
Gede Yoga Pratama Anugerah Dewata,1,"mau cari lokasi tujuan,tapi lokasi tidak ditemukan Mulu,udah geser map dan ketik nama jalan gang No rumah masih lokasi tidak ditemukan,rusak rusak",15/01/2026 12:17,negatif,Google Maps
Sari Puspitarini,5,sangat membantu.terimakasih,15/01/2026 12:04,positif,Google Maps
Sankiss Leon Star,5,aplikasi nya mudah digunakan tidak membuat bingung apalagi bagi pengguna pemula,15/01/2026 11:54,positif,Google Maps
Arvino Kenzie,5,sangat bgs,15/01/2026 11:43,positif,Google Maps
Kim Naayoung,5,sejauh ini okeeeee,15/01/2026 11:31,positif,Google Maps
Weare_Riyhan0531,5,Memudarkan perjalanan kemanapun dan di manapun,15/01/2026 11:14,positif,Google Maps
Ivanka Byeolbit,5,belum pernah mengecewakan,15/01/2026 11:06,negatif,Google Maps
Choco Setiawan,5,tingkatkan terus dalam pelayanan ke customer aplikasi nya mantab,15/01/2026 10:48,positif,Google Maps
Kaint Akatsuki,1,koneksi bagus tapi aplikasi sering terbaca tidak ada koneksi,15/01/2026 10:41,negatif,Google Maps
arum mucha,1,bikin laporan udh seminggu lebih ga ada updatenya.,15/01/2026 09:50,negatif,Google Maps
Angga Himawan,1,saldo gopay saya gak masuk kalo saldo gopay saya sudah masuk kasih bintang 5 sekarang blm masuk,15/01/2026 09:41,negatif,Google Maps
Lisma Yulia,5,lebih baik,15/01/2026 09:32,positif,Google Maps
pirut putri,5,"sangat menolong sekali, panggil ojek dalam genggaman",15/01/2026 09:32,positif,Google Maps
Radhian Syahruddin,5,cepat dan aman,15/01/2026 09:32,positif,Google Maps
Mega Wati,5,mantap banget gojek jalan terusss,15/01/2026 09:16,positif,Google Maps
Vicky Tadarus,5,top,15/01/2026 09:02,positif,Google Maps
zen zaenuri,5,sangat membantu,15/01/2026 08:55,positif,Google Maps
Firman_ ReDeSu,5,everything is good,15/01/2026 08:54,positif,Google Maps
Taufan 6996,5,TERBAAAAAIIIIIK TOOOOPPPPPP. SUKSES SELALU GOJEK,15/01/2026 08:53,positif,Google Maps
Ariayah Putri,1,"hemat tapi jauh drivernya,parah.pada pindah sukurin lu.",15/01/2026 08:44,negatif,Google Maps
babang jago,1,"order gosend ampe kagak ada yg bawa, di toped pakai instan niat hati biar cepat sampai malah sampe ganti hari, itu juga ganti ke grab, ini pasti team management gojek ngawur, keluhan driver rata² penjemputannya yang terlalu jauh, makanya driver enggab ambil.",15/01/2026 08:33,positif,Google Maps
Siska Nainggolan,1,driver nya harus d seleksi.. udh janji oke ambil orderan tiba tiba cancel.udh waktu mepet d cancel.,15/01/2026 08:02,positif,Google Maps
Kadek febri,5,bagus,15/01/2026 07:56,positif,Google Maps
Firman Rizqiansyah,1,"Dari jam 6 sampe jam 8 gk dapet dapet mobilnya, setiap dapet pasti mobilnya lagi ada masalah.",15/01/2026 07:54,negatif,Google Maps
fanny halimah sari,5,terima kasih 🙏🏼,15/01/2026 07:51,positif,Google Maps
Kristiana Yuni astuti,5,sangat terbantu semoga driver bs lebih sejahtera,15/01/2026 07:41,positif,Google Maps
Astariwidyaloka Lestari,5,mengemudi dengan baik,15/01/2026 07:36,positif,Google Maps
Sharingan play,2,"Kak mohon maaf nih tapi tarif gocar dari 50.000 naiknya kenapa tinggi sekali menjadi 120.000 dalam hitungan waktu 5 menit??? padahal jarak perjalanan saya cuma 2,2 km tapi pelayanan sudah bagus sih",15/01/2026 07:23,negatif,Google Maps
ardian chenel mantaap,5,"sangat membantu dan serba mudah ,,,cepat ,,praktis.",15/01/2026 07:13,positif,Google Maps
Srikandi Bandung,1,"sekecewa itu tiap pagi pesen gojek lama banget, di batalin mulu sama drivernya, sistem nya juga lemot pencarian driver lama, harus pake yg bayar dobel dan pencarian cepat, itu pun dapatnya jauh jadi lama",15/01/2026 07:04,negatif,Google Maps
Raees A.M,2,"pagi ini saya tidak berangkat ke sekolah, karna semua drivernya sangat sangat jauh sekali, tidak dapat sama sekali yang dekat dengan lokasi saya",15/01/2026 07:03,negatif,Google Maps
MMTZ COOL,2,"disaat saya dalam keadaan sangat darurat sekali mengapa mencari driver nya sangat lama? pedahal disitu saya sangat ingin cepat cepat mendapatkan driver, tolong di tingkatkan kembali untuk fitur mencari driver nya agar tidak mengulangi kesalahan yang sama pada orang lain",15/01/2026 07:01,negatif,Google Maps
iwan purbayu sugiono,5,Bagus,15/01/2026 07:00,positif,Google Maps
gunawan nasir,5,driver ramah..... aplikasi nya kurang ok...... masa harus nunggu lama.... dikasi driver yg jauh..... Napa gk yg Deket biar cepet.... kurang rekom deh buat yg mau buru2,15/01/2026 06:56,negatif,Google Maps
nur hidiniyah,5,bagus,15/01/2026 06:48,positif,Google Maps
Zaza,4,"gojek kalo nyari gojek cepetan ngapa jadi nya saya telat ke sekolah, pdhl di situ nya ada gojek deket rumah saya tapi ga kepilih",15/01/2026 06:39,positif,Google Maps
Sulasmi,5,cepat,15/01/2026 06:32,positif,Google Maps
Aldi alvia Alvia aldi,5,bagus untuk perjalanan,15/01/2026 06:26,positif,Google Maps
Meta Liana Devi,1,Lama banget nyari driver. giliran udah dapet malah gak gerak tuh driver dari posisi awal,15/01/2026 06:24,negatif,Google Maps
Leader Gaming,4,bagus driver juga ramah' lalu tiap transaksi suka ada voucher diskon juga cuman kalo abis hujan suka susah kalo nyari driver malahan sampe ga ada yang nyangkut sama sekali,15/01/2026 06:14,positif,Google Maps
Lanang Bayaran,1,"gue heran, ad pengeluaran tanpa kompirmasi dr gopay saya utk akun getkontak. kalian kerjasama, seenaknya aja narik duit di gopay saya?! klwatan komplotan kyk gni. gue hpus gojwk ini. muak... . mana ad gojek premium. sejak kpn saya kompormsi utk itu shingga tiap bulan ditrik sbnyak 10rb. saya bru prhtikan pngeluaran 10rb itu br2 ini. trnyata sdh jln slama 1thnan. bnerin lg cara maling kalian....",15/01/2026 05:35,negatif,Google Maps
Syafa Adri,5,"hp saya tertinggal dan tidak ada 3 jam hp saya kembali setelah menghubungi call center gojek. Terimakasih gojek, bintang 5 untuk kegercepannya🙏🏻",15/01/2026 04:14,positif,Google Maps
Muhammad Barra Rafansyah,5,min kasih history tentang rating penumpang dong kita sebagai pengguna juga mau lihat rating kita tanpa minta lihat ke driver,15/01/2026 03:40,positif,Google Maps
Sapta Susanto,5,mntap,15/01/2026 00:30,positif,Google Maps
Rara Meiva,5,klo laper tnggal psen,15/01/2026 00:15,positif,Google Maps
Hikmal Hakim,1,pinjaman ga pernah di ACC padahal make apk ini udh bertahun²,15/01/2026 00:10,negatif,Google Maps
jumar setiawa,5,sanget ramah,14/01/2026 23:56,positif,Google Maps
Mustakim Alimuddin,5,sangat membantu,14/01/2026 23:11,positif,Google Maps
Agus Suprayogi,5,"untuk aplikasi sudah baik dan mudah , namun untuk kategori gocar prioritas perlu di perbaiki karena sopir kurang profesional dalam jemput maupun sikap",14/01/2026 23:07,positif,Google Maps
Astuti Astutiitutii123,5,bagus,14/01/2026 22:37,positif,Google Maps
Rizky Pattiasina,5,mantap,14/01/2026 22:36,positif,Google Maps
Uchay Sialalahoo,5,Good,14/01/2026 22:36,positif,Google Maps
Fani pratama Putra,5,"Aplikasi Yang Sangat Recommend Buat Kebutuhan Sehari ""☺🙏🏻",14/01/2026 22:33,positif,Google Maps
manda amanda,5,good all👍👍👍👍,14/01/2026 22:02,positif,Google Maps
Farezya Wahyu Rinanda,1,"BUSUKKK. TIDAK BAWA CASH, ADANYA SALDO GOPAY, PEMBAYARAN QRIS SELALU TERDETEK "" QRIS TIDAK DIKENAL "" PADAHAL PAKAI APK SBLH BISA GAMPANG, TOH QRIS TOKO NYA JG GA BLUR ATAU GIMANA!!",14/01/2026 21:57,positif,Google Maps
Muhammad Syarif Taufiq,1,alamat saya harus di jalan klipang blok u7 no22 RT 003 rw005 tapi jalan bukit teratai Timur,14/01/2026 21:55,negatif,Google Maps
N V R Z,5,i like it,14/01/2026 21:41,positif,Google Maps
Asiong,5,good,14/01/2026 21:18,positif,Google Maps
Ar22 Wp26,5,jos jis,14/01/2026 21:17,positif,Google Maps
Akram Al,5,favorite,14/01/2026 20:37,positif,Google Maps
Yordania 05,5,mantaapp promonyaa,14/01/2026 20:32,positif,Google Maps
Rondang Maria Catherina siahaan,1,"tidak aman,tanpa menyebarkan otp uang bisa diambil dan tdk dikembalikan",14/01/2026 20:28,negatif,Google Maps
nindyy,5,Sukak,14/01/2026 20:10,positif,Google Maps
PT BIMA PERMATA PUTRA,5,asyikkk,14/01/2026 20:10,positif,Google Maps
Hery Puspita,5,Makanan cepat dan harga murmer,14/01/2026 20:05,positif,Google Maps
Lukman Akbar,5,best apk dah pokoknyaa,14/01/2026 19:55,positif,Google Maps
saharani nurul agni,5,good,14/01/2026 19:47,positif,Google Maps
JR Kreasindo,1,"sy pesen gofood driver ada kendala kendaraan, tdk bisa ganti driver, sy chat ternyata chat robot standar pertanyaan balik lagi balik lagi, tdk ada cust service yg bisa di hubungi tdk ada chat dgn cust service langsung pelayanan yang sangat sangat sangat buruk sekali",14/01/2026 19:30,negatif,Google Maps
Princess aloimende Berutu,5,bisa gercep,14/01/2026 19:29,positif,Google Maps
bastian muiz,1,"aplikasi tolol, gw nunggu 1 jam semua driver minta cancel. padahal rating gw gede Bingung dengan algoritma gak masuk akal",14/01/2026 19:16,negatif,Google Maps
ani antoro,5,Cepat dapat driver jadi waktu lebih efisien,14/01/2026 19:15,positif,Google Maps
Deden elboghory,5,ok,14/01/2026 18:54,positif,Google Maps
NAMKIL MIKAH,5,exelent,14/01/2026 18:48,positif,Google Maps
Dewi Rahmawani,5,sangat bermanfaat,14/01/2026 18:39,positif,Google Maps
Nining,5,sangat membantu...kirim makanan dr papua ke bandung lebih mudah🙏😁,14/01/2026 18:35,positif,Google Maps
Hanendra Daffa,5,"membantu orang"" yang lagi males masak",14/01/2026 18:33,positif,Google Maps
Michael Permono,5,bagus,14/01/2026 18:23,positif,Google Maps
Rosy Pratiwy,5,selalu pertahankan yaa,14/01/2026 18:00,positif,Google Maps
9960 Sultan,1,"buset gojek, sistem lu dibenahin, gue pesen instan dari pagi sampe sore, para driver kaga ada yg mau ambil, padahal jarak nya dkt 5km, lama2 gojek kualitas nya jelek",14/01/2026 17:53,negatif,Google Maps
kiki budiana,5,mantap,14/01/2026 17:39,positif,Google Maps
Aria Batara Brahma,5,"secara performa sudah bagus hanya saja kurang user friendly,",14/01/2026 17:20,positif,Google Maps
Reza Maulana,1,Suka eror ga jelas saat di butuhkan,14/01/2026 17:14,negatif,Google Maps
Sri Mulyanah,5,memudahkan perjalanan smpe ke tujuan,14/01/2026 16:50,positif,Google Maps
Mudi Trayeman,4,"nyaman aman, pokoknya good",14/01/2026 16:46,positif,Google Maps
Betty Marini Purba,1,"paling mahal saat ini, paling sering error, paling susah dpt driver. di mana² bersaing makin bagus, ini makin JELEK GAUSAH BUAT PROMO GOJEK HEMAT KALAU DRIVERNYA GAK MAU AMBIL ORDERAN. ALIH-ALIH BIKIN PROMO, MALAH BIKIN KESAL. HARI KE HARI MAKIN JELEK AJA",14/01/2026 16:46,negatif,Google Maps
susana yulli winarto,4,Good,14/01/2026 16:44,positif,Google Maps
windy mbuapa,2,driver 🚘nya pada gak jelas harap di perbaiki drivernya,14/01/2026 16:44,negatif,Google Maps
Putri joana,5,semua jadi mudah🙏🏻🤸🏼‍♀️🫰🏻,14/01/2026 16:15,positif,Google Maps
Chindi D.T,5,"selalu sesuai dengan rute, dan orang orangnya asik.",14/01/2026 16:07,positif,Google Maps
HQ J,5,sangat membantu buat sistem VIP nya,14/01/2026 15:51,positif,Google Maps
choco ol,5,"keren, saya sangat mengapresiasi aplikasi ini",14/01/2026 15:44,positif,Google Maps
Do Vido19,1,"tolong, kalau posisi supir masih dalam keadaan mengantar penumpang. jangan disambungin / dicantolin, udah lama nunggu nya. tiba"" dicancel supir. tolong saling ngertiin keadaan",14/01/2026 15:40,negatif,Google Maps
bonifasius parikesit,1,Ga mutu  Apa gunanya ada antrian kalo akhirnya pilih penumpang berdasar jarak.,14/01/2026 15:36,negatif,Google Maps
XINN LIM 8,5,oke,14/01/2026 15:35,positif,Google Maps
anna soerdjono,5,terbantu pokoknya dgn adanya gojek..,14/01/2026 15:35,positif,Google Maps
Jack Sparrow,1,sering nge-hank,14/01/2026 15:21,negatif,Google Maps
Rudy Ramadhani,5,mantap,14/01/2026 15:17,positif,Google Maps
Mohamad Iskandar Solichin,5,penjemputan sesuai aplikasi,14/01/2026 15:07,positif,Google Maps
Cebonghanyut channel,1,knp saya pesen shoppe pake aplikasi Gosend sulit sekali mendapatkan driver.. dr tgl 12 sampai saat ini blm mendapatkan driver,14/01/2026 15:02,negatif,Google Maps
Rahmawan Arsyad,5,makin baik,14/01/2026 14:59,positif,Google Maps
firman feli,2,sya mengajukan pinjaman di gopay pinjam ko di tolak terus? pdhal sya transaksi slalu pke gopay. klo gini mnding uninstal,14/01/2026 14:53,negatif,Google Maps
Mei Tianotak,5,bagus bgtt bisa pergi kemana aja dan harganya terjangkau🤩🤩,14/01/2026 14:51,positif,Google Maps
Pak Mulyadi,5,Mantap humanis dan peduli.,14/01/2026 14:49,positif,Google Maps
Marwah Zulkarnaen,5,"drivernya baik baik,, semoga selalu ada discount buat penumpang 😊",14/01/2026 14:43,positif,Google Maps
Lisbet Dairi,5,bagus kali cepat jalan ya,14/01/2026 14:42,positif,Google Maps
Celine Limbong,5,urusan transportasi jadi ga ribet. semudah itu.,14/01/2026 14:26,positif,Google Maps
Hasna,5,"FITUR FITURNYA DETAIL DAN KEREN, desainnya menarik dan lucuu. banyak diskon jugaa. sukaaa😃🩷🩷",14/01/2026 14:06,positif,Google Maps
Boy Rahman,1,dari awal tahun 2026 cari driver sulit aplikasinya muter muter terus driver sedang sibuk . pas lihat di lapangan driver pada nunggu order . kalau sering gini kemungkinan pindah lain hati . .,14/01/2026 14:01,negatif,Google Maps
Muhammad Soffa Ibrahim,5,mantap,14/01/2026 13:59,positif,Google Maps
Mukti Ali,5,nice,14/01/2026 13:41,positif,Google Maps
ricky prawira,5,"sangat bermanfaat, sy betul2 puas dgn layanan gojek.. apa2 serba mudah.. dan cepat",14/01/2026 13:05,positif,Google Maps
Isha Dewi,1,hari ini saya menjadwalkan jemput anak karena saya bekerja dan posisi jam segitu tidak bisa pegang hp jadi penjemputan lewat pen jadwalan di aplikasi namun pihak driver menyelesaikan transaksi tanpa mengantar anak saya dan saldo saya terpotong kalau memang ada kendala dan tidak jadi jemput ya jangan begitu caranya dong kecewa saya anak saya jadi terlambat kesekolah mana tanggapan dari Gojeknya sangat mengecewakan sampai sekarang belum ada tanggapan,14/01/2026 12:47,negatif,Google Maps
Isyam Sofyan,1,"saya customer setia dan lama dlm menggunakan aplikasi Gojek,, tapi dibuat kecewa ketika di topup saldo 50rb TDK masuk,,, SDH dilaporkan,,SDH dilampirkan semuanya,,, perintah dr karyawan kalian itu lagi,itu lagi,,, kecewa berat saya ke kalian gojek,,, Nilanya mgkn tdk besar bagi kalian,,tp besar buat saya,,kecewaaaaaa",14/01/2026 12:40,negatif,Google Maps
jalmi alith,1,ngk jelas ngk myambung2,14/01/2026 12:36,negatif,Google Maps
salmah saleh,5,puas pokoknya kalau dapat yg mau mengantar aku ke tempat tujuan walaupun pakai hemat.,14/01/2026 12:26,positif,Google Maps
Rini Fadjar,5,nice,14/01/2026 11:50,positif,Google Maps
Sihabudin,5,super sekali,14/01/2026 11:48,positif,Google Maps
ria rahmakur,4,"utk tampilan yg baru kurang adaptif, sebelumnya lokasi bisa langsung men detect tp skrg harus milih dan itu sering salah alamat pdhl sdh milih lokasi saat ini. tolong jg misal ada beberapa menu kosong itu bisa di cancel oleh toko terkait menu yg bersangkutan bukan malah cancel semua pesanan, kdg driver udh sampe toko krn di cancel semua menu akhirnya balik kan kasian, adakan fitur utk melihat rating akun pribadi utk customer",14/01/2026 11:35,negatif,Google Maps
mutohirin smg,5,on time,14/01/2026 11:25,positif,Google Maps
Jasa renofasi Jasa renofasi,5,bintang yg bicara,14/01/2026 11:25,positif,Google Maps
ANTON UDALMAN,5,ok,14/01/2026 11:21,positif,Google Maps
Anwar Ku,5,banyakin diskon dong jek,14/01/2026 11:13,positif,Google Maps
Revina Bunga Nabilah,5,makanannya enak👍🏻👍🏻 bakal langganan,14/01/2026 11:06,positif,Google Maps
Huru Hara,1,"ada apa dengan gojek yg sekarang?? di map ada driver yg dekat den posisi saya kenapa malah pilih driver yg jaraknya jauh? waktu penjemputan jd lebih lama, bukan cuma driver yg ngeluh tapi customer juga ngeluh",14/01/2026 11:03,negatif,Google Maps
marc,4,ok,14/01/2026 10:41,positif,Google Maps
Riki Albertus T,5,Sippp,14/01/2026 10:31,positif,Google Maps
Aris Exwanto,5,sangat puas,14/01/2026 10:19,positif,Google Maps
khairil Juhardiansyah,1,kasian driver pada lemah semua ngak ada orderan,14/01/2026 10:03,negatif,Google Maps
Bambang Sapto N,4,untuk share pelacakan perjalanan agar lebih dipermudah opsinya...,14/01/2026 09:57,positif,Google Maps
Joudy Mailangkay,5,servis memuaskan,14/01/2026 09:42,positif,Google Maps
cyra aribah,4,"kadang suka tbtb di cancel pdahal lagi buru', tapi bagus sih",14/01/2026 09:35,positif,Google Maps
jj k,2,ngasih yang jauh jauh. jadi driver ga mau padahal udah di terima sama driver pesanannya. jarak cuman 6 menit. atur lagi gih. kecewa bgt makin kesini makin ga jelas.,14/01/2026 09:27,negatif,Google Maps
Rafi 27,5,good,14/01/2026 08:49,positif,Google Maps
Adeng Sujana,5,okeh,14/01/2026 08:39,positif,Google Maps
Kiki Hermawan,5,ok,14/01/2026 08:36,positif,Google Maps
Michelle Chelsea,5,sangat membantu 🙏🏻,14/01/2026 08:27,positif,Google Maps
Try Mukti,5,bagus.terprcaya,14/01/2026 08:25,positif,Google Maps
Deo Fajariansyah,5,untuk kegiatan sehari hari oke. banyak2in promo biar pengguna betah,14/01/2026 08:07,positif,Google Maps
Diyas Analisa,5,sudah baik,14/01/2026 08:05,positif,Google Maps
Yuniar Djunaedi,5,mudah dan praktis,14/01/2026 07:32,positif,Google Maps
Novi Yanti,4,"cari driver nya lumayan lama dan pemilihan driver nya tidak pernah dapat yg dekat dengan lokasi saat akan pesan padahal saat di pencarian terlihat beberapa driver, tapi tetap juga dapat driver yg jauh, saran aja.. di carikan lah driver yg dekat dengan si pemesan untuk goride nya, kayak apk sebelah, kalau jauh jarak antara driver dan pemesan, kasihan 2 2 nya, driver kejauhan ambil orderan dan customer kelamaan nunggu.. 10 menit juga berharga kan..",14/01/2026 07:17,negatif,Google Maps
Andi Abidin,5,baik sekali,14/01/2026 07:11,positif,Google Maps
Banu Farandghaly,5,"penjemputan aman dan nyaman, ga pernah dapet driver cewe☹️☹️",14/01/2026 07:11,positif,Google Maps
Nanung Sundoko,5,pelayanan oke.,14/01/2026 07:05,positif,Google Maps
najzwa abelva,1,"SEBEL BGTTTT saya udah bayar yang paling mahal, nunggu lama banget, saya minta cepet malah diperlambat atau kadang drivernya gamau. terus nyari driver lama sekali. saya nyari dari jam 5 pagi sampai set7 ga dapet dapet, padahal saya buru-buru ingin pergi ke sekolah. aplikasi nya sering ngebug, apalagi kalo saya mau set lokasinya. gojek makin jelek sekarang!!",14/01/2026 06:57,negatif,Google Maps
Melani Sidik,2,lama bgt cari driver nya...,14/01/2026 06:47,negatif,Google Maps
Hanif Marcell,5,aku kesel karena aku mau dolot aplikasinya penu h gimana dong,14/01/2026 06:41,positif,Google Maps
Holly Oppo,5,"layanan bagus, .....",14/01/2026 06:22,positif,Google Maps
Wini Bunda azka arkhan,1,setiap pagi cari driver susah klaupun dpt drivernya yg jauh eh dcancel driver jg krna kjauhan..pdhl sy dipusat kota..akhrnya PK GRAB lngsng dapat ga pake lama lbh murah lagi..,14/01/2026 06:19,negatif,Google Maps
Upar Suparno (U.Sup),5,murah cepat aman,14/01/2026 06:14,positif,Google Maps
Titi Karin,2,Parah banget gojeg udah mah tarif na mahal trs KLO gak dapet2 driver tiap nyari lagi si tarif nya pasti dinaikin terus mana susah dapet drivernya.. udh tahun 2025 ttep sama yah percuma ada harga hemat tapi kagak ada driver yg nyaut tp kalau udh diganti ke harga lebih mahal baru ada yg nyaut kalau gt mah kagak usah ada harga hemat segala,14/01/2026 06:11,negatif,Google Maps
Bagas,5,Menyenangkan,14/01/2026 05:47,positif,Google Maps
Rudi,5,drivernya baik hati,14/01/2026 05:36,positif,Google Maps
Bayu S Widayat,5,sejauh ini tidak mengecewakan,14/01/2026 05:13,negatif,Google Maps
Agus Wakwau,5,ok mantap ded,14/01/2026 05:09,positif,Google Maps
Zaeni Arfan,5,ya yes,14/01/2026 04:25,positif,Google Maps
m saepulloh,5,alhamdulillah. terbantu banget. makasih banyak orang2 baik.,14/01/2026 02:12,positif,Google Maps
asep,1,"eberapa hari ini gojek bikin rugi waktu .. !! apalagi pagi ,dan kemarin sore .tolong dari IT nya yang propesional ya ..!! yang bener bukan coba coba!!!!",14/01/2026 00:41,negatif,Google Maps
Meloo,5,Sangat membantu dalam memenuhi kebutuhan,13/01/2026 23:39,positif,Google Maps
Aan Praseryo,5,jozz,13/01/2026 23:24,positif,Google Maps
Rubies Seponk,5,mas drivernya ramah ligkungN,13/01/2026 22:55,positif,Google Maps
Jeconiah665,5,sangat ok,13/01/2026 22:45,positif,Google Maps
Dhika Sandy,4,lumayan bagus aplikasi nya,13/01/2026 22:35,positif,Google Maps
Oji Ogut,1,"Dear Pelanggan aplikasi ini KALIAN SECARA TIDAK LANGSUNG SEDANG MEMBANTU PENJAJAHAN TERHADAP SELURUH DRIVER ONLINE MELALUI SYSTEM YG MEREKA BUAT. INI BUKAN EFISIENSI INI PENJAJAHAN . SETIAP PROMO YG MEREKA KELUARKAN BUKAN HASIL DARI PENDAPATAN PERUSAHAAN MELAINKAN HASIL DARI POTONGAN PENDAPATAN DRIVER YANG BEKERJA DI LAPANGAN. CONTOH : JIKA KALIAN MEMBAYAR ONGKIR DI APLIKASI Rp10.000 DRIVER HANYA MENDAPAT Rp.8.000,RP.7,200 BAHKAN ADA YG MENDAPAT Rp.5.000",13/01/2026 22:18,negatif,Google Maps
Dwi Riyati,1,"gopay pinjam sangat buruk dalam memberi masa tenggang, telat pembayaran hanya hitungan hari no.lgs di jual ke pihak lain, langsung di wa dri no tidak jelas, dan ada jg pengancaman data hp pribadi saya, cukup sekali saja berurusan dengn gojek pinjam",13/01/2026 21:34,negatif,Google Maps
Mochammad Farhan,1,"10 tahun ga ada update kalah sama grab kocak, ganti tuh direkturnya",13/01/2026 21:25,negatif,Google Maps
Lights Upon U,1,"Why now Apps so hard to use often hard to scroll, often Blank & log out itself, ask driver said the same thing, please Fix it IT, coz if no customer won't use this Morrod Appssss.....!!!! 😒 😏 😞 👎🏿 👎🏿 👎🏿",13/01/2026 21:18,negatif,Google Maps
Rafif Abdurrahman,5,mantap,13/01/2026 21:16,positif,Google Maps
Misdi tujuenam,5,mantap,13/01/2026 21:14,positif,Google Maps
Masagus Ramma,1,"sudah 2x kejadian driver gosend salah kasih orang, pesanan selesai tidak bisa di tlpon, dichat centang 1. sangat menyusahkan customer!!!",13/01/2026 20:57,negatif,Google Maps
Tonny Tranggono,5,bermanfaat,13/01/2026 20:48,positif,Google Maps
ASEP SATRIAA,1,PAKETTTT SAYA DI CURIII DRIVER Gosend,13/01/2026 20:37,negatif,Google Maps
SITI ROBIAH,5,saking bagusnya ratingnya pun tinggi..d dan saking bagusnya..sangat buruk dalam bahasa dan cara penagihan..,13/01/2026 20:33,positif,Google Maps
Gamer's ALL,5,keren,13/01/2026 20:32,positif,Google Maps
Agus Hermawan,5,"untuk driver Gocar daerah Tegal klau hujan suka susah nyangkutnya,padahal banyak yg standbay malah pada nolak semua pada gk mau narik. tolong lebih di tingkatkan lagi untuk para driver gocar dan yg punya aplikasi.",13/01/2026 19:58,negatif,Google Maps
Syahrul Roel 1,5,very nice,13/01/2026 19:55,positif,Google Maps
Lucatic de lucifer Lyn,5,aplikasi top,13/01/2026 19:49,positif,Google Maps
Hilman The Kill,1,"ONGKIRNYA SERBA MAHAL,MAU GOFOOD/GOJEK TRANSFORT 🤮",13/01/2026 19:42,negatif,Google Maps
Novie Nuraini,5,membantu banget,13/01/2026 19:36,positif,Google Maps
a Noeadi,5,awsome,13/01/2026 19:26,positif,Google Maps
Lucas Lambang,5,pelayanan baik...👍,13/01/2026 19:11,positif,Google Maps
Anjani Wika,4,"Udah ga bisa buat masuk kah aplikasinya? Ganti hp dua-duanya ga bisa, pake email atau pun nomor telpon, malah suruh nunggu semenit buat ngulang.",13/01/2026 18:49,negatif,Google Maps
Anita L.Y.,5,cepat..murah,13/01/2026 18:49,positif,Google Maps
Asih S,5,Keren,13/01/2026 18:47,positif,Google Maps
Rosita Tasmin,5,banyakn promo diskon,13/01/2026 18:45,positif,Google Maps
Satria Adhy P.,3,TRANSAKSI GOPAY TABUNGAN LAGI ADA KETERLAMBATAN. 1 jam berlalu ga ada perbaikan BOSS? duit gede itu yg ilang.,13/01/2026 18:41,netral,Google Maps
Adhi Irwan,5,good,13/01/2026 18:34,positif,Google Maps
Pandu Dewananta,5,Membantu,13/01/2026 18:27,positif,Google Maps
arif kamil,3,tolong kepada pihak admin gopay saya tidak bisa membayar/tranfer ke bank ataupun ke ewalet apapun di karnakan akun saya tiba² di blokir sementara padahal saya tidak melakukan aktifitas yg mencurigakan waktu kejadian hari ini tgl Selasa 13 jan 2026,13/01/2026 18:25,negatif,Google Maps
Angger Mutiara Sabrina,2,"mohon utk gojek di tingkatkan kualitasnya lagi, saya sering sekali tdk mendapatkan driver. Ditambah perlu waktu 1 jam menunggu dan dicancel berkali kali. sgt menyita waktu saya.",13/01/2026 18:23,negatif,Google Maps
As Ko,1,gojek tolol.ribet,13/01/2026 18:14,negatif,Google Maps
Hizi Zi,1,"Udh nungguin 2 jam dan malah di cancel karena kesulitan dapet driver, bner bner kecewa , pas di coba pesen lagi promonya malah dahlah",13/01/2026 18:05,negatif,Google Maps
novianasinaga sinaga,5,bagus loh murah lagi,13/01/2026 18:01,positif,Google Maps
Anime Janai,1,"driver sama CS, bener bener ga bisa ngehargain customer banget. orderan saya dicuekin, dan complain ke CS pun berasa chattan sama AI jawabannya basic banget. tolong lah",13/01/2026 17:58,negatif,Google Maps
Susanti Santi,5,sangat membantu,13/01/2026 17:55,positif,Google Maps
ridwan kurniadi,5,ok,13/01/2026 17:45,positif,Google Maps
Wawan Kurniawan Hidayat,1,per tgl 13 januari 2026 sore ada update aplikasi malah jadi error. nggak bisa pilih lokasi jemput dan tujuan baik lewat peta ataupun lewat tulisan. gimana ini heii..... pas buru² mau pulang malah error. tadi teman sekantor juga ngalamin yang sama,13/01/2026 17:34,negatif,Google Maps
Rudi ErNu1009,5,trasnportasi aman dan nyaman,13/01/2026 17:33,positif,Google Maps
Prisciliaaa Sudarmaaa,1,"lama bgt sekarang mau pesan go food bisa sampai 1-2 jam, sistem nya aneh, ngeselin, tolong perbaiki kyk semula",13/01/2026 17:18,negatif,Google Maps
Fatimah Azzarah,4,"sering gangguan sisitem jadi pas saat lagi buru"" gak bisa pesan driver",13/01/2026 17:05,negatif,Google Maps
